day,subscriber_ecid,subscriber_gender,subscriber_age,registration_province,months_of_subscription,most_used_province,is_usage_nonzero,subscriber_total_expenses,nonpackage_voice_expenses,package_voice_noncash_expenses,is_voice_expenses_nonzero,is_voice_usage_nonzero,call_in_network_duration,call_off_netwrok_duration,nonpackage_call_in_network_expenses,nonpackage_call_off_network_expenses,total_call_duration,#inter_operator_calls,xyz_score,hxr_score,data_cash_expenses,nonpackage_data_expenses,package_data_noncash_expenses,subscriber_data_expenses,subscriber_nondata_expenses,data_usage_volume,is_data_expenses_nonzero,is_data_usage_nonzero,#activated_monthly_data_packages,#activated_short_term_data_packages,#activated_type_one_data_packages,#activated_type_two_data_packages,#activated_type_three_data_packages
(n)23,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.3110755533965013,0.4793954235391823,0.0,1,1,0.3790901835594574,0.0,0.7125646182127744,0.0,0.2316002700877785,0.0,0.150639517793284,24.87327733777383,0.0,0.0,0.0,0.0,0.4235578300782753,0.1058682048872958,0,1,0,0,0,0,0
(n)24,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.2481986488586585,0.4010988282708117,0.0,1,1,0.3032721468475658,0.0,0.6144580295197793,0.0,0.1674544226873733,0.0,0.1613523683675181,23.896236801464376,0.0,0.0,0.0,0.0,0.3486574598652056,-0.0139559660330041,0,1,0,0,0,0,0
(n)25,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.0849390652306207,-0.0137363001503084,0.0,1,1,-0.0981644054269752,0.0,0.0946645547215545,0.0,-0.1721809588116138,0.0,0.1709847858701796,23.06490765820137,0.0,0.0,0.0,0.0,-0.0481836108049517,0.0002387485372656,0,1,0,0,0,0,0
(n)26,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.31052671115053,0.438186649323612,0.0,1,1,0.3391859537110934,0.0,0.6609295215824278,0.0,0.1978392977717758,0.0,0.1808682179168272,22.25513723830954,0.0,0.0,0.0,0.0,0.4229040369611686,-0.0139766307813943,0,0,0,0,0,0,0
(n)27,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.4026333682095852,0.59340652543371,0.0,1,1,0.4892258579409417,0.0,0.8554219192443565,0.0,0.325455773126266,0.0,0.190627870904547,21.495504198366653,0.0,0.0,0.0,0.0,0.5326235399093361,0.0448178936634394,0,1,0,0,0,0,0
(n)28,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.0915578148130839,0.2060439973132067,0.0,1,1,0.1141260973663208,0.0,0.3700519476493222,0.0,0.0081026333558406,0.0,0.2012647665983855,20.70958020738556,0.0,0.0,0.0,0.0,0.1620634068224652,-0.0139766307813943,0,0,0,0,0,0,0
(n)29,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.0408149465943244,0.1428571428571428,0.0,1,1,0.0534716679968076,0.0,0.2908780484564231,0.0,-0.0438892640108035,0.0,0.212246292125903,19.94067864520365,0.0,0.0,0.0,0.0,0.101617371140625,-0.0139766307813943,0,0,0,0,0,0,0
(n)30,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.2235848023952964,19.188498885379552,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n)31,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.3089087720582324,-0.2637362054737922,0.0,1,1,-0.3399840383080607,0.0,-0.2185883753808445,0.0,-0.3767724510465901,0.0,0.235282110552281,18.45334171324941,0.0,0.0,0.0,0.0,-0.3149813178677167,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)01,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.2588837375933926,-0.2939560658044708,0.0,0,0,-0.3695131683958499,0.0,-0.2564542289043541,0.0,-0.4017555705604321,0.0,0.247294038867997,17.738000828237173,0.0,0.0,0.0,0.0,-0.255390381754076,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)02,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.3960147200017518,0.5851647453435248,0.0,1,1,0.481245011971269,0.0,0.8450948682833992,0.0,0.3187035786630655,0.0,0.2664669416851075,16.671153365829817,0.0,0.0,0.0,0.0,0.5247392586343501,0.0538151941731009,0,1,0,0,0,0,0
(n+1)03,-06FoayTOXJ8-,1,36.0,8,188,0,1,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.2721630547650905,16.370454780674887,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)04,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.8504940137774206,1.151098796711973,0.0,1,1,1.0295291300877896,0.0,1.5542171361758548,0.0,0.7819041188386227,0.0,0.2918564347200901,15.382498559553891,0.0,0.0,0.0,0.0,1.0661251237334268,0.1163010681251145,0,1,0,0,0,0,0
(n+1)05,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.2393737845815473,-0.2060439973132067,0.0,1,1,-0.2841181165203511,0.0,-0.1462993350030227,0.0,-0.3295070898041863,0.0,0.2980993479931913,15.084856579928898,0.0,0.0,0.0,0.0,-0.2321496908490821,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)06,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.2537141383445381,-0.2239011243909302,0.0,1,1,-0.3016759776536313,0.0,-0.1686745329978769,0.0,-0.3443619176232276,0.0,0.3091704716024974,14.573918132535486,0.0,0.0,0.0,0.0,-0.249232239898359,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)07,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.7379771969935124,1.010988787649537,0.0,1,1,0.8938547486033519,0.0,1.3786575861884611,0.0,0.6671168129642133,0.0,0.3314712423300741,13.604734728645342,0.0,0.0,0.0,0.0,0.9320925835781032,-0.0008894687183732,0,1,0,0,0,0,0
(n+1)08,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.2857041192871214,-0.2637362054737922,0.0,1,1,-0.3399840383080607,0.0,-0.2185883753808445,0.0,-0.3767724510465901,0.0,0.3345262176938704,13.477717641495394,0.0,0.0,0.0,0.0,-0.2873394182545463,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)09,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.3982208346963997,0.5879118791382316,0.0,1,1,0.484437350359138,0.0,0.8485370604292792,0.0,0.3207292370020256,0.0,0.3588739843649696,12.509709317238276,0.0,0.0,0.0,0.0,0.5273672316329601,0.0069630520915403,0,1,0,0,0,0,0
(n+1)10,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.2945289835642326,-0.274725245594039,0.0,1,1,-0.3511572226656025,0.0,-0.2323577766621207,0.0,-0.3862255232950708,0.0,0.3651085811778614,12.27357416943194,0.0,0.0,0.0,0.0,-0.2978517932878609,0.0313842052913415,0,1,0,0,0,0,0
(n+1)11,-06FoayTOXJ8-,1,36.0,8,188,8,1,1.0622900468056804,1.41483487595041,0.0,1,1,1.2849162011173183,0.0,1.8846816597054097,0.0,0.99797434166104,0.0,0.3816293400491357,11.6686293047889,0.0,0.0,0.0,0.0,1.318421279214946,-0.0014720411978887,0,1,0,0,0,0,0
(n+1)12,-06FoayTOXJ8-,1,36.0,8,188,5,1,-0.3099724960491772,-0.2939560658044708,0.0,0,0,-0.3695131683958499,0.0,-0.2564542289043541,0.0,-0.4017555705604321,0.0,0.3916275821197182,11.31610421243857,0.0,0.0,0.0,0.0,-0.3162484495961614,1.895706083981217,0,1,0,0,0,0,0
(n+1)13,-06FoayTOXJ8-,1,36.0,8,188,1,1,-0.3099724960491772,-0.2939560658044708,0.0,0,0,-0.3695131683958499,0.0,-0.2564542289043541,0.0,-0.4017555705604321,0.0,0.4113667761769241,10.647044037123282,0.0,0.0,0.0,0.0,-0.3162484495961614,2.353099966127782,0,1,0,0,0,0,0
(n+1)14,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.4282605264593719,10.099649711237094,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)15,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.4361523300890506,9.850987494714571,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)16,-06FoayTOXJ8-,1,36.0,8,188,0,1,23.22617531464911,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.4465948136968133,9.528153716318384,0.0,0.0,232170.0,232170.0,-0.3162484495961614,-0.0139766307813943,1,0,1,0,0,0,0
(n+1)17,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.4636433483410751,9.014519975775514,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)18,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.4759951513731833,8.65122092459078,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)19,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.4887830976341628,8.281335217813169,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)20,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.5025956974641257,7.887074199127808,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)21,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.5103342613410681,7.667716903897783,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)22,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.5219139601343223,7.340198228258717,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)23,-06FoayTOXJ8-,1,36.0,8,188,0,0,-0.3099724960491772,-0.2939560658044708,0.0,0,0,,0.0,-0.2564542289043541,0.0,,0.0,0.5377349348959732,6.890589056966212,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)24,-06FoayTOXJ8-,1,36.0,8,188,1,1,1.3832936232012465,1.8145601373238684,0.0,1,1,1.6719872306464485,0.0,2.385542286829099,0.0,1.325455773126266,0.0,0.5485555941506948,6.578210367728879,0.0,0.0,0.0,0.0,1.700807894594155,0.0029335480405566,0,1,0,0,0,0,0
(n+1)25,-06FoayTOXJ8-,1,36.0,8,188,1,1,2.574647056623104,3.2980765140258206,0.0,1,1,1.6392657621707905,17.88349514563107,2.34251314508677,18.114744565135517,2.5408507765023627,0.0,0.5596807462049525,6.248585042188691,0.0,0.0,0.0,0.0,3.1199746597806257,1.7916940986500265,0,1,0,0,0,0,0
(n+1)26,-06FoayTOXJ8-,1,36.0,8,188,1,1,-0.2184146812360932,-0.1799449639099432,0.0,1,1,-0.2593774940143655,0.0,-0.113596927872772,0.0,-0.3085752869682647,0.0,0.5689454743185381,5.963058051520252,0.0,0.0,0.0,0.0,-0.2071827397651006,2.9339402215424006,0,1,0,0,0,0,0
(n+1)27,-06FoayTOXJ8-,1,36.0,8,188,8,1,1.5763370730772197,2.0549448218951687,0.0,1,1,1.5450917797286512,11.194174757281552,1.4956973389048698,11.344256293595674,1.9966239027684,0.0,0.5757518264798374,5.7432195555272765,0.0,0.0,0.0,0.0,1.9307655550291776,-0.0112850351150629,0,1,0,0,0,0,0
(n+1)28,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.3099724960491772,-0.2939560658044708,0.0,0,0,-0.3695131683958499,0.0,-0.2564542289043541,0.0,-0.4017555705604321,0.0,0.5788292201716282,5.639871490318587,0.0,0.0,0.0,0.0,-0.3162484495961614,0.1129459926487403,0,1,0,0,0,0,0
(n+1)29,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.242683057998149,-0.2101648242406217,0.0,1,1,-0.3519553072625698,0.7766990291262136,-0.2340790309094998,0.7868855175738585,-0.3328831870357866,0.0,0.589749283040693,5.241574117750001,0.0,0.0,0.0,0.0,-0.2360917711067157,0.3566805220774907,0,1,0,0,0,0,0
(n+1)30,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.2515079222752603,-0.2211538643608685,0.0,1,1,-0.2992817238627294,0.0,-0.1652321826775579,0.0,-0.3423362592842674,0.0,0.5922154160810311,5.141159627587797,0.0,0.0,0.0,0.0,-0.2466041461400303,-0.0139766307813943,0,0,0,0,0,0,0
(n+1)31,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.0330537049335281,0.1620878368322197,0.0,1,1,-0.0901835594573024,3.7087378640776696,-0.0791735828440207,3.7540955451436497,0.0925050641458474,0.0,0.5966029311985255,4.9457603322085015,0.0,0.0,0.0,0.0,0.0923720070760364,0.1897940338886411,0,1,0,0,0,0,0
(n+2)01,-06FoayTOXJ8-,1,36.0,8,188,8,1,2.337296608278597,2.989010707409043,0.0,1,1,1.0750199521149244,21.097087378640776,1.612736933446839,21.37703873329617,2.2876434841323428,0.0,0.6029021633058955,4.588308107692039,0.0,0.0,0.0,0.0,2.837237515165912,0.2713199417545227,0,1,0,0,0,0,0
(n+2)02,-06FoayTOXJ8-,1,36.0,8,188,8,1,1.178299118213057,1.5728020120905697,0.0,1,1,1.4301675977653634,0.0970873786407767,2.0722893567267,0.098360878014975,1.1276164753544902,0.0,0.6048219614690356,4.428539277211391,0.0,0.0,0.0,0.0,1.4566138709201784,0.4358121677590602,0,1,0,0,0,0,0
(n+2)03,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.3099724960491772,-0.2939560658044708,0.0,0,0,-0.3695131683958499,0.0,-0.2564542289043541,0.0,-0.4017555705604321,0.0,0.6057583126552936,4.318324163389996,0.0,0.0,0.0,0.0,-0.3162484495961614,-0.0139478798271123,0,1,0,0,0,0,0
(n+2)04,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.1544346179762967,-0.1002746755088642,0.0,1,1,-0.272146847565842,1.0970873786407769,-0.1308086794743673,1.1147536044111666,-0.2430790006752194,0.0,0.6065060336917806,4.065540503757074,0.0,0.0,0.0,0.0,-0.1309682622930073,-0.0139766307813943,0,0,0,0,0,0,0
(n+2)05,-06FoayTOXJ8-,1,36.0,8,188,8,1,-0.0794235757447411,-0.0068682131928317,0.0,1,1,-0.3080606544293695,2.6407766990291264,-0.177280329711455,2.672128900070808,-0.1667792032410533,2.0,0.6056717946354707,3.8892913071751742,0.0,0.0,0.0,0.0,-0.0416134367889894,-0.0139766307813943,0,0,0,0,0,0,0
(n+2)06,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.5129437661749559,0.7307690219953744,0.0,1,1,0.6225059856344772,0.0,1.0275388025625525,0.0,0.4375422012153949,0.0,0.6036205618031564,3.720145749364313,0.0,0.0,0.0,0.0,0.6640277447868936,-0.0139766307813943,0,0,0,0,0,0,0
(n+2)07,-06FoayTOXJ8-,1,36.0,8,188,8,1,0.0022062160692778,0.0947801554487408,0.0,1,1,0.0071827613727054,0.0,0.2306369969380592,0.0,-0.0830519918973666,0.0,0.600326313039996,3.558435764332484,0.0,0.0,0.0,0.0,0.0556257907497331,-0.0139766307813943,0,0,0,0,0,0,0
(n)01,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,3.546304737611538,4.413460677876281,0.0,1,1,3.131683958499601,12.864077669902912,4.179001583958834,13.032780933154555,3.455097906819716,1.0,0.0322535356451582,38.17707478378341,0.0,0.0,0.0,0.0,4.277434947645228,4.307190075978506,0,1,0,0,0,0,0
(n)02,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,2.1709106310661945,2.795329317113436,0.0,1,1,2.2521947326416605,4.495145631067961,3.135972600390944,4.557375295659641,2.12896691424713,1.0,0.0352044651487489,38.076273523203646,0.0,0.0,0.0,0.0,2.6390348303633893,4.4411175685373685,0,1,0,0,0,0,0
(n)03,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,1.287323376249607,1.6950545153692176,0.0,1,1,0.4189944134078213,13.83495145631068,0.7641995566686819,14.016386700212422,1.227548953409858,0.0,0.0380194558083395,37.916027102934656,0.0,0.0,0.0,0.0,1.586485997246437,5.13430458068659,0,1,0,0,0,0,0
(n)04,-A-7LJ6WUTKfm,2,36.0,18,68,5,1,0.1296176017175295,0.2129120842706834,0.0,1,1,0.1213088587390263,0.0,0.3786577443629003,0.0,0.013504388926401,0.0,0.0413912247638402,37.65967136364446,0.0,0.0,0.0,0.0,0.2074010733365318,6.986762609325451,0,1,0,0,0,0,0
(n)05,-A-7LJ6WUTKfm,2,36.0,18,68,5,1,4.061632632331147,5.1497247248732,0.0,1,1,4.901835594573025,0.0,6.564544187136812,0.0,4.058068872383524,1.0,0.0448038741556113,37.34494976787355,0.0,0.0,0.0,0.0,4.891305022505385,5.625852416518056,0,1,0,0,0,0,0
(n)06,-A-7LJ6WUTKfm,2,36.0,18,68,5,1,1.0291968057665133,1.3736259754994846,0.0,1,1,1.245011971268955,0.0,0.9707401013645076,0.0,0.9642133693450372,3.0,0.0484773273563013,36.95943258055991,0.0,0.0,0.0,0.0,1.2789998728400165,8.029043861593603,0,1,0,0,0,0,0
(n)07,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,-0.0818127730208858,-0.0233517733732018,0.0,1,1,-0.1077414205905826,0.0,0.0826162495132181,0.0,-0.1802835921674544,2.0,0.0503722221948232,36.745861632378144,0.0,0.0,0.0,0.0,-0.0444595018395931,3.347144423251992,0,1,0,0,0,0,0
(n)08,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,43.02202333420955,2.810439310396453,0.0,1,1,2.2210694333599363,5.048543689320389,1.8123924611531488,5.114752097865225,2.141796083727212,4.0,0.0544015991037345,36.26653693459146,0.0,0.0,402210.0,402210.0,2.7310243914102643,5.322096118967326,1,1,1,0,0,0,0
(n)09,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,5.855098246715639,7.369504517395295,0.0,1,1,1.930566640063847,62.300970873786405,2.7194496352022908,63.1147189538545,5.87643484132343,4.0,0.0585090546868339,35.75198726019907,0.0,0.0,0.0,0.0,7.027721238748364,4.674036724454761,0,1,0,0,0,0,0
(n)10,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,3.232097519149921,4.1167576045124585,0.0,1,1,3.519553072625698,4.640776699029126,4.776247861877018,4.704915859409133,3.212018906144497,2.0,0.0654099632224015,34.85245071741921,0.0,0.0,0.0,0.0,3.9031443053279062,4.343850328633228,0,1,0,0,0,0,0
(n)11,-A-7LJ6WUTKfm,2,36.0,18,68,8,1,7.175697946585911,9.027471464182424,0.0,1,1,8.359936153232242,7.524271844660194,10.623063984407796,7.622946201244407,7.50708980418636,6.0,0.0680706304382206,34.499294793658315,0.0,0.0,0.0,0.0,8.60084903743032,6.084031315333244,0,1,0,0,0,0,0
